区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2171018K1039,ニトログリセリン,０．３ｍｇ１錠,,,,ニトロペン舌下錠０．３ｍｇ,日本化薬,後発品,,,11.70 ,,
内用薬,2171020F1011,ニトレンジピン,５ｍｇ１錠,,,,ニトレンジピン５ｍｇ錠,,後発品,,,9.80 ,,
内用薬,2171020F1020,ニトレンジピン,５ｍｇ１錠,局,,,バイロテンシン錠５ｍｇ,田辺三菱製薬,,先発品,○,19.60 ,,
内用薬,2171020F2018,ニトレンジピン,１０ｍｇ１錠,,,,ニトレンジピン１０ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2171020F2026,ニトレンジピン,１０ｍｇ１錠,局,,,バイロテンシン錠１０ｍｇ,田辺三菱製薬,,先発品,○,20.20 ,,
内用薬,2171021F1016,ベニジピン塩酸塩,２ｍｇ１錠,,,,ベニジピン塩酸塩２ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2171021F1024,ベニジピン塩酸塩,２ｍｇ１錠,局,,,コニール錠２,協和キリン,,先発品,○,17.80 ,,
内用薬,2171021F2012,ベニジピン塩酸塩,４ｍｇ１錠,,,,ベニジピン塩酸塩４ｍｇ錠,,後発品,,,12.50 ,,
内用薬,2171021F2020,ベニジピン塩酸塩,４ｍｇ１錠,局,,,コニール錠４,協和キリン,,先発品,○,26.30 ,,
内用薬,2171021F3019,ベニジピン塩酸塩,８ｍｇ１錠,,,,ベニジピン塩酸塩８ｍｇ錠,,後発品,,,25.10 ,,
内用薬,2171021F3027,ベニジピン塩酸塩,８ｍｇ１錠,局,,,コニール錠８,協和キリン,,先発品,○,52.70 ,,
内用薬,2171022F1010,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,,アムロジピンベシル酸塩２．５ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2171022F1029,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,ノルバスク錠２．５ｍｇ,ヴィアトリス製薬,,先発品,○,18.60 ,,
内用薬,2171022F1045,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジン錠２．５ｍｇ,住友ファーマ,,先発品,○,17.20 ,,
内用薬,2171022F2017,アムロジピンベシル酸塩,５ｍｇ１錠,,,,アムロジピンベシル酸塩５ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2171022F2025,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,ノルバスク錠５ｍｇ,ヴィアトリス製薬,,先発品,○,22.10 ,,
内用薬,2171022F2041,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジン錠５ｍｇ,住友ファーマ,,先発品,○,21.40 ,,
内用薬,2171022F2050,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,10.80 ,,
内用薬,2171022F2068,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＥＭＥＣ」,エルメッド,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F2092,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,10.80 ,,
内用薬,2171022F2106,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＫＮ」,小林化工,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F2122,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＮＰ」,ニプロ,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F2130,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,10.80 ,,
内用薬,2171022F2165,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.80 ,,
内用薬,2171022F2173,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＴＹＫ」,コーアバイオテックベイ,後発品,,,10.80 ,,
内用薬,2171022F2190,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「あすか」,あすか製薬,後発品,,,10.80 ,,
内用薬,2171022F2203,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「アメル」,共和薬品工業,後発品,,,10.80 ,,
内用薬,2171022F2238,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「オーハラ」,大原薬品工業,後発品,,,10.80 ,,
内用薬,2171022F2246,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「科研」,ダイト,後発品,,,10.80 ,,
内用薬,2171022F2262,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ケミファ」,日本薬品工業,後発品,,,10.80 ,,
内用薬,2171022F2289,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.80 ,,
内用薬,2171022F2300,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「タイヨー」,大興製薬,後発品,,,10.80 ,,
内用薬,2171022F2319,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「タカタ」,高田製薬,後発品,,,10.80 ,,
内用薬,2171022F2327,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,10.80 ,,
内用薬,2171022F2335,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,10.80 ,,
内用薬,2171022F2343,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.80 ,,
内用薬,2171022F2351,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「日医工」,日医工,後発品,,,10.80 ,,
内用薬,2171022F2360,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「フソー」,シオノケミカル,後発品,,,10.80 ,,
内用薬,2171022F2386,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,10.80 ,,
内用薬,2171022F2408,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,10.80 ,,
内用薬,2171022F2432,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,10.80 ,,
内用薬,2171022F2440,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピン錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,10.80 ,,
内用薬,2171022F3013,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,,アムロジピンベシル酸塩２．５ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,2171022F3021,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,アムロジンＯＤ錠２．５ｍｇ,住友ファーマ,,先発品,○,17.20 ,,
内用薬,2171022F3048,アムロジピンベシル酸塩,２．５ｍｇ１錠,局,,,ノルバスクＯＤ錠２．５ｍｇ,ヴィアトリス製薬,,先発品,○,18.60 ,,
内用薬,2171022F3307,アムロジピンベシル酸塩,２．５ｍｇ１錠,,,,アムロジピンＯＤフィルム２．５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,10.10 ,R5.3.31まで,
内用薬,2171022F4010,アムロジピンベシル酸塩,５ｍｇ１錠,,,,アムロジピンベシル酸塩５ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,2171022F4028,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジンＯＤ錠５ｍｇ,住友ファーマ,,先発品,○,21.40 ,,
内用薬,2171022F4036,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.80 ,,
内用薬,2171022F4044,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,ノルバスクＯＤ錠５ｍｇ,ヴィアトリス製薬,,先発品,○,22.10 ,,
内用薬,2171022F4052,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,10.80 ,,
内用薬,2171022F4079,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＮＰ」,ニプロ,後発品,,,10.80 ,,
内用薬,2171022F4087,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,10.80 ,,
内用薬,2171022F4095,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.80 ,,
内用薬,2171022F4125,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,10.80 ,,
内用薬,2171022F4133,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「あすか」,あすか製薬,後発品,,,10.80 ,,
内用薬,2171022F4141,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「アメル」,共和薬品工業,後発品,,,10.80 ,,
内用薬,2171022F4150,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「科研」,大興製薬,後発品,,,10.80 ,,
内用薬,2171022F4168,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ケミファ」,日本薬品工業,後発品,,,10.80 ,,
内用薬,2171022F4176,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.80 ,,
内用薬,2171022F4184,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「サンド」,サンド,後発品,,,10.80 ,,
内用薬,2171022F4206,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「タカタ」,高田製薬,後発品,,,10.80 ,,
内用薬,2171022F4214,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「日医工」,日医工,後発品,,,10.80 ,,
内用薬,2171022F4222,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「フソー」,シオノケミカル,後発品,,,10.80 ,,
内用薬,2171022F4230,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,10.80 ,,
内用薬,2171022F4257,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＥＭＥＣ」,エルメッド,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F4265,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＫＮ」,小林化工,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F4273,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,10.80 ,,
内用薬,2171022F4303,アムロジピンベシル酸塩,５ｍｇ１錠,,,,アムロジピンＯＤフィルム５ｍｇ「ＱＱ」,救急薬品工業,後発品,,,10.80 ,R5.3.31まで,
内用薬,2171022F4338,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「杏林」,キョーリンリメディオ,後発品,,,10.80 ,,
内用薬,2171022F4346,アムロジピンベシル酸塩,５ｍｇ１錠,局,,,アムロジピンＯＤ錠５ｍｇ「武田テバ」,武田テバファーマ,後発品,,,10.80 ,,
内用薬,2171022F5016,アムロジピンベシル酸塩,１０ｍｇ１錠,,,,アムロジピンベシル酸塩１０ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2171022F5024,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジン錠１０ｍｇ,住友ファーマ,,先発品,○,34.40 ,,
内用薬,2171022F5032,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,ノルバスク錠１０ｍｇ,ヴィアトリス製薬,,先発品,○,35.40 ,,
内用薬,2171022F5040,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＥＭＥＣ」,エルメッド,後発品,,,18.70 ,R5.3.31まで,
内用薬,2171022F5059,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,18.70 ,R5.3.31まで,
内用薬,2171022F5067,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,18.70 ,,
内用薬,2171022F5075,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,18.70 ,,
内用薬,2171022F5105,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＮＰ」,ニプロ,後発品,,,18.70 ,R5.3.31まで,
内用薬,2171022F5113,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,18.70 ,,
内用薬,2171022F5130,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「あすか」,あすか製薬,後発品,,,18.70 ,,
内用薬,2171022F5148,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,18.70 ,,
内用薬,2171022F5156,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「科研」,ダイト,後発品,,,18.70 ,,
内用薬,2171022F5164,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,18.70 ,,
内用薬,2171022F5172,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,18.70 ,,
内用薬,2171022F5180,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,18.70 ,,
内用薬,2171022F5199,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タカタ」,高田製薬,後発品,,,18.70 ,,
内用薬,2171022F5202,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,18.70 ,,
内用薬,2171022F5210,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「日医工」,日医工,後発品,,,18.70 ,,
内用薬,2171022F5229,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,18.70 ,,
内用薬,2171022F5245,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＣＨ」,長生堂製薬,後発品,,,18.70 ,,
内用薬,2171022F5253,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,18.70 ,,
内用薬,2171022F5270,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,18.70 ,,
内用薬,2171022F5288,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＱＱ」,救急薬品工業,後発品,,,18.70 ,,
内用薬,2171022F5296,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,18.70 ,,
内用薬,2171022F5300,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＴＹＫ」,コーアバイオテックベイ,後発品,,,18.70 ,,
内用薬,2171022F5318,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,18.70 ,,
内用薬,2171022F5326,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「イセイ」,コーアイセイ,後発品,,,18.70 ,,
内用薬,2171022F5342,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「タイヨー」,大興製薬,後発品,,,18.70 ,,
内用薬,2171022F5350,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピン錠１０ｍｇ「フソー」,シオノケミカル,後発品,,,18.70 ,,
内用薬,2171022F6012,アムロジピンベシル酸塩,１０ｍｇ１錠,,,,アムロジピンベシル酸塩１０ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,2171022F6020,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジンＯＤ錠１０ｍｇ,住友ファーマ,,先発品,○,34.40 ,,
内用薬,2171022F6039,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,ノルバスクＯＤ錠１０ｍｇ,ヴィアトリス製薬,,先発品,○,35.40 ,,
内用薬,2171022F6047,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「トーワ」,東和薬品,後発品,,,18.70 ,,
内用薬,2171022F6055,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＥＭＥＣ」,エルメッド,後発品,,,18.70 ,R5.3.31まで,
内用薬,2171022F6063,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,18.70 ,R5.3.31まで,
内用薬,2171022F6071,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＮＰ」,ニプロ,後発品,,,18.70 ,,
内用薬,2171022F6080,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,18.70 ,,
内用薬,2171022F6098,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＺＥ」,全星薬品工業,後発品,,,18.70 ,,
内用薬,2171022F6101,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「アメル」,共和薬品工業,後発品,,,18.70 ,,
内用薬,2171022F6110,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「杏林」,キョーリンリメディオ,後発品,,,18.70 ,,
内用薬,2171022F6128,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,18.70 ,,
内用薬,2171022F6136,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「サンド」,サンド,後発品,,,18.70 ,,
内用薬,2171022F6144,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「タカタ」,高田製薬,後発品,,,18.70 ,,
内用薬,2171022F6152,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「日医工」,日医工,後発品,,,18.70 ,,
内用薬,2171022F6160,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＣＨ」,長生堂製薬,後発品,,,18.70 ,,
内用薬,2171022F6179,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,18.70 ,,
内用薬,2171022F6187,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,18.70 ,,
内用薬,2171022F6209,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,18.70 ,,
内用薬,2171022F6217,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「科研」,大興製薬,後発品,,,18.70 ,,
内用薬,2171022F6225,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「ケミファ」,日本薬品工業,後発品,,,18.70 ,,
内用薬,2171022F6241,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「フソー」,シオノケミカル,後発品,,,18.70 ,,
内用薬,2171022F6250,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,18.70 ,,
内用薬,2171022F6268,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「イセイ」,コーアイセイ,後発品,,,18.70 ,,
内用薬,2171022F6276,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「あすか」,あすか製薬,後発品,,,18.70 ,,
内用薬,2171022F6284,アムロジピンベシル酸塩,１０ｍｇ１錠,局,,,アムロジピンＯＤ錠１０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,18.70 ,,
内用薬,2171023F1015,一硝酸イソソルビド,１０ｍｇ１錠,,,,一硝酸イソソルビド１０ｍｇ錠,,後発品,,,5.70 ,,
内用薬,2171023F1023,一硝酸イソソルビド,１０ｍｇ１錠,局,,,アイトロール錠１０ｍｇ,トーアエイヨー,,先発品,○,10.10 ,,
内用薬,2171023F2011,一硝酸イソソルビド,２０ｍｇ１錠,,,,一硝酸イソソルビド２０ｍｇ錠,,後発品,,,7.70 ,,
内用薬,2171023F2020,一硝酸イソソルビド,２０ｍｇ１錠,局,,,アイトロール錠２０ｍｇ,トーアエイヨー,,先発品,○,11.00 ,,
内用薬,2172002F1053,イソクスプリン塩酸塩,１０ｍｇ１錠,局,,,ズファジラン錠１０ｍｇ,アルフレッサファーマ,,,,9.10 ,,
内用薬,2172006F1035,ヘプロニカート,１００ｍｇ１錠,,,,ヘプロニカート錠１００ｍｇ「ＣＨ」,長生堂製薬,,先発品,,5.90 ,,
内用薬,2183002M1013,クロフィブラート,２５０ｍｇ１カプセル,局,,,クロフィブラートカプセル,,,,,8.70 ,,
内用薬,2183002M2010,クロフィブラート,５００ｍｇ１カプセル,局,,,クロフィブラートカプセル,,,,,9.80 ,,
内用薬,2183005G1013,ベザフィブラート,２００ｍｇ１錠,,,,ベザフィブラート２００ｍｇ徐放錠,,後発品,,,10.10 ,,
内用薬,2183005G1234,ベザフィブラート,２００ｍｇ１錠,局,,,ベザトールＳＲ錠２００ｍｇ,キッセイ薬品工業,,先発品,○,19.60 ,,
内用薬,2183005G2010,ベザフィブラート,１００ｍｇ１錠,,,,ベザフィブラート１００ｍｇ徐放錠,,後発品,,,10.10 ,,
内用薬,2183005G2028,ベザフィブラート,１００ｍｇ１錠,局,,,ベザトールＳＲ錠１００ｍｇ,キッセイ薬品工業,,先発品,○,15.80 ,,
内用薬,2183006F3015,フェノフィブラート,５３．３ｍｇ１錠,,,,フェノフィブラート５３．３ｍｇ錠,,後発品,,,8.50 ,,
内用薬,2183006F3023,フェノフィブラート,５３．３ｍｇ１錠,,,,リピディル錠５３．３ｍｇ,あすか製薬,,先発品,○,19.60 ,,
内用薬,2183006F3031,フェノフィブラート,５３．３ｍｇ１錠,,,,トライコア錠５３．３ｍｇ,マイランＥＰＤ,,先発品,○,19.60 ,,
内用薬,2183006F4011,フェノフィブラート,８０ｍｇ１錠,,,,フェノフィブラート８０ｍｇ錠,,後発品,,,11.20 ,,
内用薬,2183006F4020,フェノフィブラート,８０ｍｇ１錠,,,,リピディル錠８０ｍｇ,あすか製薬,,先発品,○,25.80 ,,
内用薬,2183006F4038,フェノフィブラート,８０ｍｇ１錠,,,,トライコア錠８０ｍｇ,マイランＥＰＤ,,先発品,○,25.80 ,,
内用薬,2183006M3049,フェノフィブラート,６７ｍｇ１カプセル,,,,フェノフィブラートカプセル６７ｍｇ「ＫＴＢ」,寿製薬,後発品,,,8.80 ,R5.3.31まで,
内用薬,2183006M4045,フェノフィブラート,１００ｍｇ１カプセル,,,,フェノフィブラートカプセル１００ｍｇ「ＫＴＢ」,寿製薬,後発品,,,11.60 ,R5.3.31まで,
内用薬,2183007F1025,ペマフィブラート,０．１ｍｇ１錠,,,,パルモディア錠０．１ｍｇ,興和,,先発品,,33.10 ,,
内用薬,2189001F1200,エラスターゼ,１，８００単位１錠,,,,エラスチーム錠１８００,エーザイ,,先発品,,11.50 ,,
内用薬,2189003F1136,デキストラン硫酸ナトリウム,１５０ｍｇ１錠,,,,ＭＤＳコーワ錠１５０,興和,,,,5.90 ,,
内用薬,2189003F2035,デキストラン硫酸ナトリウム,３００ｍｇ１錠,,,,ＭＤＳコーワ錠３００,興和,,,,7.80 ,,
内用薬,2189004F1017,ニコモール,２００ｍｇ１錠,局,,,ニコモール錠,,,,,9.30 ,,
内用薬,2189005F1020,ニセリトロール,１２５ｍｇ１錠,,,,ペリシット錠１２５ｍｇ,三和化学研究所,,先発品,,6.20 ,,
内用薬,2189005F2026,ニセリトロール,２５０ｍｇ１錠,,,,ペリシット錠２５０ｍｇ,三和化学研究所,,先発品,,10.50 ,,
内用薬,2189006M1058,ポリエンホスファチジルコリン,２５０ｍｇ１カプセル,,,,ＥＰＬカプセル２５０ｍｇ,アルフレッサファーマ,後発品,,,7.10 ,,
内用薬,2189008C1094,プロブコール,５０％１ｇ,局,,,シンレスタール細粒５０％,アルフレッサファーマ,,先発品,,32.10 ,,
内用薬,2189008F1015,プロブコール,２５０ｍｇ１錠,,,,プロブコール２５０ｍｇ錠,,後発品,,,7.60 ,,
内用薬,2189008F1287,プロブコール,２５０ｍｇ１錠,局,,,ロレルコ錠２５０ｍｇ,大塚製薬,,先発品,○,14.70 ,,
内用薬,2189008F1376,プロブコール,２５０ｍｇ１錠,局,,,シンレスタール錠２５０ｍｇ,アルフレッサファーマ,,先発品,○,14.60 ,,
内用薬,2189009R1032,コレスチラミン,４４．４％１ｇ,,,,クエストラン粉末４４．４％,サノフィ,,先発品,,10.00 ,,
内用薬,2189010C1032,プラバスタチンナトリウム,０．５％１ｇ,局,,,メバロチン細粒０．５％,第一三共,,先発品,,36.30 ,,
内用薬,2189010C2020,プラバスタチンナトリウム,１％１ｇ,局,,,メバロチン細粒１％,第一三共,,先発品,,64.20 ,,
内用薬,2189010F1012,プラバスタチンナトリウム,５ｍｇ１錠,,,,プラバスタチンナトリウム５ｍｇ錠,,後発品,,,10.10 ,,
